CONTRACT_ID,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Annual Flu Vaccine,C04: Monitoring Physical Activity,C05: Special Needs Plan (SNP) Care Management,C06: Care for Older Adults – Medication Review,C07: Care for Older Adults – Pain Assessment,C08: Osteoporosis Management in Women who had a Fracture,C09: Diabetes Care – Eye Exam,C10: Diabetes Care – Blood Sugar Controlled,C11: Controlling High Blood Pressure,C12: Reducing the Risk of Falling,C13: Improving Bladder Control,C14: Medication Reconciliation Post-Discharge,C15: Plan All-Cause Readmissions,C16: Statin Therapy for Patients with Cardiovascular Disease,C17: Transitions of Care,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,C19: Getting Needed Care,C20: Getting Appointments and Care Quickly,C21: Customer Service,C22: Rating of Health Care Quality,C23: Rating of Health Plan,C24: Care Coordination,C25: Complaints about the Health Plan,C26: Members Choosing to Leave the Plan,C27: Health Plan Quality Improvement,C28: Plan Makes Timely Decisions about Appeals,C29: Reviewing Appeals Decisions,C30: Call Center – Foreign Language Interpreter and TTY Availability,D01: Call Center – Foreign Language Interpreter and TTY Availability,D02: Complaints about the Drug Plan,D03: Members Choosing to Leave the Plan,D04: Drug Plan Quality Improvement,D05: Rating of Drug Plan,D06: Getting Needed Prescription Drugs,D07: MPF Price Accuracy,D08: Medication Adherence for Diabetes Medications,D09: Medication Adherence for Hypertension (RAS antagonists),D10: Medication Adherence for Cholesterol (Statins),D11: MTM Program Completion Rate for CMR,D12: Statin Use in Persons with Diabetes (SUPD),Unnamed: 47,C01: Breast Cancer Screening_flag,C02: Colorectal Cancer Screening_flag,C03: Annual Flu Vaccine_flag,C04: Monitoring Physical Activity_flag,C05: Special Needs Plan (SNP) Care Management_flag,C06: Care for Older Adults – Medication Review_flag,C07: Care for Older Adults – Pain Assessment_flag,C08: Osteoporosis Management in Women who had a Fracture_flag,C09: Diabetes Care – Eye Exam_flag,C10: Diabetes Care – Blood Sugar Controlled_flag,C11: Controlling High Blood Pressure_flag,C12: Reducing the Risk of Falling_flag,C13: Improving Bladder Control_flag,C14: Medication Reconciliation Post-Discharge_flag,C15: Plan All-Cause Readmissions_flag,C16: Statin Therapy for Patients with Cardiovascular Disease_flag,C17: Transitions of Care_flag,C18: Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions_flag,C19: Getting Needed Care_flag,C20: Getting Appointments and Care Quickly_flag,C21: Customer Service_flag,C22: Rating of Health Care Quality_flag,C23: Rating of Health Plan_flag,C24: Care Coordination_flag,C25: Complaints about the Health Plan_flag,C26: Members Choosing to Leave the Plan_flag,C27: Health Plan Quality Improvement_flag,C28: Plan Makes Timely Decisions about Appeals_flag,C29: Reviewing Appeals Decisions_flag,C30: Call Center – Foreign Language Interpreter and TTY Availability_flag,D01: Call Center – Foreign Language Interpreter and TTY Availability_flag,D02: Complaints about the Drug Plan_flag,D03: Members Choosing to Leave the Plan_flag,D04: Drug Plan Quality Improvement_flag,D05: Rating of Drug Plan_flag,D06: Getting Needed Prescription Drugs_flag,D07: MPF Price Accuracy_flag,D08: Medication Adherence for Diabetes Medications_flag,D09: Medication Adherence for Hypertension (RAS antagonists)_flag,D10: Medication Adherence for Cholesterol (Statins)_flag,D11: MTM Program Completion Rate for CMR_flag,D12: Statin Use in Persons with Diabetes (SUPD)_flag,data_completeness_score,has_meaningful_data,overall_score
H9003 ,Local CCP ,KAISER FOUNDATION HP OF THE N W ,Kaiser Permanente ,"Kaiser Foundation Health Plan, Inc. ",83.0,86.0,86.0,52.0,,,,81.0,85.0,88.0,86.0,51.0,50.0,90.0,10.0,90.0,94.0,67.0,75.0,76.0,89.0,85.0,87.0,84.0,0.05,2.0,,97.0,99.0,98.0,100.0,0.05,2.0,,93.0,95.0,100.0,90.0,91.0,91.0,92.0,91.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,73.94864864864864
H9042 ,Local CCP ,"SOUTHEASTERN INDIANA HEALTH ORGANIZATION, INC. ",MyTruAdvantage ,"SIHO Holding, Inc. ",,81.0,74.0,56.0,,,,,60.0,82.0,76.0,,,87.0,,,75.0,,83.0,87.0,92.0,90.0,90.0,87.0,,,,,,89.0,89.0,,,,90.0,91.0,99.0,76.0,89.0,92.0,88.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.5714285714285714,True,83.54166666666667
H9047 ,Local CCP ,PROVIDENCE HEALTH ASSURANCE ,Providence Medicare Advantage Plans ,Providence St Joseph Health ,80.0,84.0,79.0,51.0,77.0,98.0,94.0,52.0,85.0,91.0,76.0,50.0,49.0,96.0,10.0,88.0,92.0,60.0,78.0,80.0,91.0,86.0,88.0,87.0,0.06,4.0,,99.0,96.0,95.0,94.0,0.06,4.0,,86.0,88.0,95.0,88.0,91.0,90.0,79.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,72.90299999999999
H9065 ,Local CCP ,"AMH HEALTH, LLC ",AMH Health ,"Elevance Health, Inc. ",75.0,78.0,73.0,47.0,60.0,97.0,94.0,26.0,74.0,81.0,74.0,60.0,47.0,86.0,11.0,86.0,61.0,56.0,81.0,81.0,,84.0,82.0,86.0,0.12,20.0,,96.0,96.0,100.0,100.0,0.12,20.0,,84.0,85.0,98.0,87.0,90.0,89.0,89.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9285714285714286,True,70.18564102564102
H9066 ,Local CCP ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,Nascentia Health Plus ,VISITING NURSE ASSOCIATION OF CENTRAL NEW YORK ,,,,,95.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,95.0,62.0,,,,,,99.0,,85.0,85.0,97.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.23809523809523808,True,71.9
H9096 ,Local CCP ,"DEAN HEALTH PLAN, INC. ",Dean Advantage ,Medica Holding Company ,81.0,82.0,79.0,52.0,,,,34.0,83.0,90.0,79.0,51.0,46.0,81.0,10.0,90.0,78.0,55.0,80.0,83.0,91.0,87.0,86.0,89.0,0.08,4.0,,99.0,96.0,88.0,81.0,0.08,4.0,,87.0,91.0,100.0,88.0,92.0,91.0,92.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,70.46378378378378
H9147 ,Local CCP ,BLUE CROSS AND BLUE SHIELD OF NC SENIOR HEALTH ,Blue Cross and Blue Shield of North Carolina ,Blue Cross and Blue Shield of North Carolina ,55.0,64.0,62.0,53.0,61.0,95.0,92.0,,59.0,81.0,75.0,77.0,,60.0,14.0,78.0,46.0,52.0,80.0,82.0,90.0,87.0,87.0,87.0,0.4,43.0,,,,97.0,95.0,0.4,43.0,,88.0,90.0,98.0,82.0,85.0,84.0,85.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,69.80000000000001
H9153 ,Local CCP ,"WEST VIRGINIA SENIOR ADVANTAGE, INC. ",West Virginia Senior Advantage ,"SNP Holdings, LLC ",,,,,,7.0,2.0,,,0.0,,,,,,,,,,,,,,,0.09,4.0,,,,89.0,83.0,0.09,4.0,,,,100.0,86.0,88.0,94.0,98.0,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.35714285714285715,True,49.47866666666667
H9179 ,Local CCP ,TRINITY HEALTH PLAN OF MICHIGAN INC ,Trinity Health Plan of Michigan ,Trinity Health Corporation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,92.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,93.5
H9191 ,Local CCP ,"PROVIDER PARTNERS HEALTH PLAN OF MISSOURI, INC. ",Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",37.0,64.0,,,100.0,100.0,100.0,,81.0,79.0,,,,,10.0,,,25.0,,,,,,,0.0,4.0,,47.0,71.0,73.0,80.0,0.0,4.0,,,,99.0,91.0,89.0,87.0,95.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.5476190476190477,True,61.65217391304348
H9207 ,Local CCP ,"HEALTH PARTNERS PLANS, INC. ",Jefferson Health Plans ,Thomas Jefferson University ,78.0,72.0,70.0,55.0,72.0,93.0,95.0,49.0,75.0,82.0,74.0,76.0,47.0,69.0,14.0,93.0,55.0,59.0,79.0,81.0,91.0,,88.0,,0.11,16.0,,100.0,95.0,91.0,94.0,0.11,16.0,,88.0,89.0,99.0,87.0,86.0,85.0,94.0,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9047619047619048,True,71.08473684210527
H9219 ,Local CCP ,"AMH HEALTH PLANS OF MAINE, INC. ",AMH Health ,"Elevance Health, Inc. ",79.0,79.0,76.0,50.0,,,,,80.0,84.0,77.0,,,71.0,,,56.0,54.0,78.0,83.0,,86.0,79.0,89.0,0.19,25.0,,,,100.0,100.0,0.19,25.0,,80.0,,98.0,88.0,93.0,87.0,,80.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6428571428571429,True,70.27333333333334
H9231 ,Local CCP ,DEVOTED HEALTH INSURANCE COMPANY OF TENNESSEE INC ,Devoted Health ,"Devoted Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,91.0,,,,,,99.0,,82.0,91.0,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.11904761904761904,True,91.6
H9239 ,Demo ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H9306 ,Local CCP ,"ALTERWOOD ADVANTAGE, INC. ",Alterwood Advantage ,"LifeBridge Health, Inc. ",,65.0,71.0,54.0,87.0,91.0,94.0,,67.0,85.0,76.0,65.0,37.0,53.0,11.0,89.0,43.0,59.0,82.0,83.0,91.0,86.0,86.0,85.0,0.42,15.0,,,,97.0,95.0,0.42,15.0,,86.0,88.0,99.0,79.0,83.0,80.0,95.0,86.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,68.85666666666667
H9364 ,Local CCP ,"WELLCARE OF MAINE, INC. ",Wellcare ,Centene Corporation ,72.0,73.0,67.0,41.0,64.0,95.0,94.0,30.0,76.0,83.0,83.0,53.0,35.0,78.0,9.0,84.0,68.0,51.0,78.0,83.0,88.0,84.0,83.0,83.0,0.21,24.0,,90.0,90.0,98.0,100.0,0.21,24.0,,86.0,88.0,97.0,90.0,90.0,90.0,90.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,69.9105
H9387 ,Local CCP ,"SUNFLOWER STATE HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,59.0,49.0,57.0,38.0,55.0,98.0,91.0,,59.0,66.0,70.0,52.0,,51.0,,,42.0,44.0,82.0,88.0,,85.0,81.0,87.0,0.81,43.0,,,,98.0,100.0,0.81,43.0,,85.0,,98.0,85.0,87.0,87.0,92.0,80.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7619047619047619,True,67.300625
H9412 ,Local CCP ,"GEISINGER QUALITY OPTIONS, INC. ",Geisinger Gold ,"Risant Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H9431 ,Local CCP ,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,67.0,67.0,61.0,51.0,,,,44.0,78.0,88.0,73.0,50.0,45.0,87.0,9.0,84.0,53.0,54.0,77.0,81.0,90.0,84.0,83.0,84.0,0.27,18.0,,90.0,96.0,100.0,97.0,0.27,18.0,,85.0,89.0,99.0,85.0,89.0,88.0,88.0,81.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.47405405405405
H9460 ,Local CCP ,"CIGNA HEALTHCARE OF ST LOUIS, INC. ",Cigna Healthcare ,The Cigna Group ,61.0,66.0,61.0,46.0,,,,,67.0,79.0,71.0,50.0,48.0,75.0,12.0,81.0,56.0,55.0,81.0,84.0,91.0,87.0,83.0,,0.41,33.0,,,,95.0,97.0,0.41,33.0,,87.0,90.0,100.0,83.0,87.0,86.0,,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.7619047619047619,True,66.55687499999999
H9469 ,Local CCP ,WELLPOINT LIFE AND HEALTH INSURANCE COMPANY ,Simply Healthcare ,"Elevance Health, Inc. ",,,,,,,,,,,,,,29.0,,,24.0,,,,,,,,,56.0,,,,100.0,100.0,,56.0,,,,99.0,77.0,88.0,86.0,,77.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.2619047619047619,True,72.0
H9485 ,Local CCP ,"Mass General Brigham Health Plan, Inc. ",Mass General Brigham Health Plan ,Mass General Brigham Incorporated ,89.0,93.0,86.0,,,,,,66.0,85.0,75.0,,,94.0,,,84.0,,80.0,87.0,88.0,89.0,88.0,90.0,,8.0,,,,89.0,92.0,,8.0,,85.0,88.0,99.0,84.0,89.0,91.0,85.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.6190476190476191,True,80.53846153846153
H9489 ,Local CCP ,"VERMONT BLUE ADVANTAGE, INC. ",Vermont Blue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,60.0,71.0,,50.0,,,,,75.0,86.0,64.0,,,47.0,,,49.0,,,,,,,,,,,,,98.0,98.0,,,,,,100.0,90.0,91.0,90.0,,73.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.35714285714285715,True,76.13333333333334
H9525 ,Local CCP ,COMPCARE HEALTH SERVICES INSURANCE CORPORATION ,Anthem Blue Cross and Blue Shield ,"Elevance Health, Inc. ",67.0,70.0,62.0,42.0,65.0,99.0,97.0,29.0,71.0,82.0,72.0,54.0,38.0,85.0,12.0,86.0,62.0,64.0,84.0,84.0,89.0,86.0,86.0,88.0,0.16,17.0,,98.0,99.0,100.0,100.0,0.16,17.0,,84.0,87.0,98.0,83.0,87.0,86.0,88.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,70.05799999999999
H9529 ,Local CCP ,WYOBLUE ADVANTAGE INC ,WyoBlue Advantage ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
H9572 ,Local CCP ,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY ,Blue Cross Blue Shield of Michigan ,Blue Cross Blue Shield of Michigan Mutual Ins. Co. ,83.0,83.0,76.0,53.0,,,,47.0,84.0,91.0,82.0,57.0,48.0,78.0,10.0,84.0,58.0,63.0,82.0,86.0,89.0,86.0,88.0,86.0,0.05,1.0,,97.0,98.0,100.0,100.0,0.05,1.0,,90.0,89.0,99.0,88.0,91.0,90.0,90.0,85.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.16486486486487
H9576 ,Demo ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.0,False,
H9585 ,Local CCP ,"BOSTON MEDICAL CENTER HEALTH PLAN, INC. ",WellSense Health Plan ,"BMC Health System, Inc. ",79.0,75.0,77.0,55.0,77.0,96.0,97.0,,79.0,85.0,83.0,80.0,49.0,84.0,12.0,84.0,72.0,61.0,78.0,80.0,89.0,86.0,87.0,85.0,0.31,7.0,,,,92.0,90.0,0.31,7.0,,87.0,87.0,99.0,89.0,89.0,88.0,79.0,93.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,71.82756756756757
H9589 ,Local CCP ,"CLEAR SPRING HEALTH (GA), INC. ",Clear Spring Health ,Group 1001 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,91.0,,,,,,100.0,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,special,0.07142857142857142,True,92.33333333333333
H9590 ,Local CCP ,"LONGEVITY HEALTH PLAN OF ILLINOIS, INC. ",Longevity Health ,"Longevity Health Founders, LLC ",,,,,99.0,98.0,100.0,,,,,,,,,,,19.0,,,,,,,,7.0,,,,92.0,94.0,,7.0,,,,97.0,89.0,91.0,94.0,97.0,95.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.3333333333333333,True,77.07142857142857
H9615 ,Local CCP ,"MVP HEALTH PLAN, INC. ",MVP HEALTH CARE ,"MVP Health Care, Inc. ",78.0,77.0,78.0,51.0,,,,42.0,74.0,83.0,73.0,47.0,45.0,64.0,10.0,85.0,60.0,60.0,81.0,85.0,93.0,86.0,87.0,86.0,0.1,4.0,,100.0,95.0,94.0,94.0,0.1,4.0,,86.0,91.0,99.0,87.0,90.0,88.0,72.0,83.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,68.43783783783783
H9630 ,Local CCP ,"ARKANSAS HEALTH & WELLNESS HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,70.0,72.0,63.0,37.0,64.0,96.0,91.0,22.0,67.0,85.0,73.0,42.0,39.0,76.0,14.0,81.0,56.0,56.0,84.0,88.0,90.0,88.0,87.0,88.0,0.21,29.0,,95.0,95.0,98.0,100.0,0.21,29.0,,88.0,91.0,98.0,83.0,87.0,86.0,89.0,82.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.9523809523809523,True,69.4855
H9656 ,Local CCP ,"BLUE CROSS OF IDAHO CARE PLUS, INC. ",Blue Cross of Idaho ,"Gemstone Holdings, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,94.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,92.5
H9678 ,Local CCP ,"HEALTHFIRST INSURANCE COMPANY, INC. ",Healthfirst Medicare Plan ,"Healthfirst, Inc. ",,66.0,,,,,,,75.0,75.0,76.0,,,63.0,,,56.0,,,,,,,,,,,,,100.0,100.0,,,,,,98.0,76.0,86.0,79.0,,87.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.30952380952380953,True,79.76923076923077
H9686 ,Local CCP ,"ALIGNMENT HEALTH PLAN OF NEVADA, INC. ",Alignment Health Plan ,"Alignment Healthcare USA, LLC ",77.0,86.0,62.0,53.0,90.0,100.0,99.0,,83.0,87.0,89.0,54.0,,96.0,11.0,95.0,61.0,73.0,78.0,86.0,92.0,86.0,87.0,86.0,0.52,20.0,,80.0,87.0,100.0,100.0,0.52,20.0,,90.0,89.0,98.0,96.0,96.0,95.0,,94.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8809523809523809,True,75.59567567567568
H9690 ,Local CCP ,AMERICAN HEALTH PLAN OF INDIANA INC ,American Health Advantage of Indiana ,Mitchell Family Office ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,85.0,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.047619047619047616,True,84.5
H9699 ,Local CCP ,"USABLE HMO, INC. ",Arkansas Blue Medicare ,USAble Mutual Insurance Company ,63.0,74.0,71.0,42.0,,,,,65.0,83.0,74.0,47.0,43.0,78.0,15.0,84.0,63.0,57.0,83.0,87.0,90.0,87.0,86.0,88.0,0.04,15.0,,100.0,85.0,98.0,97.0,0.04,15.0,,85.0,89.0,98.0,89.0,87.0,86.0,79.0,84.0,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.8571428571428571,True,69.08555555555556
H9700 ,Local CCP ,DEVOTED HEALTH PLAN OF NORTH CAROLINA INC ,Devoted Health ,"Devoted Health, Inc. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,0.0,False,
